months_as_customer,age,insured_sex,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_state,incident_city,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
479,60,FEMALE,IL,2000,1304.83,0,College,other-service,cross-fit,0,0,2015-01-09,NY,Arlington,NO,0,0,NO,60600,5050,10100,45450,N
284,48,FEMALE,OH,1000,1168.8,0,JD,tech-support,movies,0,-42400,2015-02-28,NY,Northbrook,?,0,3,YES,35750,6500,3250,26000,N
65,27,FEMALE,IN,1000,1164.97,0,College,adm-clerical,exercise,43000,-42500,2015-01-17,WV,Arlington,?,1,2,YES,42840,3570,7140,32130,N
222,39,MALE,IL,1000,1232.72,0,High School,armed-forces,hiking,87800,-51200,2015-02-09,SC,Springfield,?,1,0,NO,87960,14660,14660,58640,Y
196,41,MALE,IL,2000,1800.76,0,JD,protective-serv,camping,0,-78600,2015-01-14,SC,Hillsdale,NO,1,0,NO,47800,4780,4780,38240,N
253,43,FEMALE,IL,500,1187.01,7000000,Associate,tech-support,exercise,46300,-33000,2015-02-02,NY,Northbrook,NO,0,1,?,3840,640,640,2560,N
280,43,MALE,IN,1000,1559.34,0,JD,transport-moving,hiking,0,-51600,2015-02-17,NY,Riverwood,NO,0,2,?,77000,14000,7000,56000,N
5,26,FEMALE,IL,2000,1137.02,0,PhD,farming-fishing,skydiving,31500,0,2015-01-25,WV,Springfield,YES,1,3,?,88110,16020,16020,56070,N
220,42,MALE,IN,1000,1281.72,0,College,farming-fishing,hiking,33500,-49500,2015-02-13,SC,Northbend,NO,0,2,YES,47740,4340,4340,39060,N
85,30,FEMALE,OH,1000,796.35,0,MD,craft-repair,video-games,72400,-77000,2015-02-20,SC,Northbend,YES,2,1,YES,58960,5360,10720,42880,N
266,46,FEMALE,OH,500,1270.02,0,Associate,tech-support,skydiving,0,-45800,2015-01-08,NC,Northbrook,NO,1,2,?,2160,480,240,1440,N
41,26,FEMALE,IL,1000,1383.13,0,JD,prof-specialty,exercise,46700,0,2015-02-28,SC,Riverwood,YES,1,1,?,6890,530,1060,5300,N
316,45,FEMALE,IL,2000,1290.74,5000000,High School,prof-specialty,kayaking,58300,0,2015-02-12,VA,Springfield,NO,2,0,YES,78870,7170,14340,57360,N
285,47,FEMALE,IN,1000,1216.68,0,Masters,sales,basketball,55100,0,2015-01-06,SC,Columbus,NO,1,1,NO,2700,300,300,2100,N
379,54,FEMALE,IL,500,1251.16,0,Associate,machine-op-inspct,kayaking,41400,0,2015-02-15,WV,Riverwood,?,0,1,NO,75960,6330,6330,63300,N
15,34,FEMALE,IN,2000,1586.41,0,High School,sales,video-games,33500,-58900,2015-01-20,WV,Northbrook,YES,1,3,?,75570,6870,13740,54960,Y
354,48,FEMALE,IL,2000,1526.11,5000000,Masters,sales,exercise,0,0,2015-01-03,SC,Columbus,?,2,3,YES,90240,15040,15040,60160,N
342,53,FEMALE,IN,1000,1028.44,0,College,prof-specialty,dancing,0,0,2015-01-26,SC,Springfield,?,0,0,NO,80960,14720,7360,58880,N
169,38,MALE,IL,1000,1555.94,0,PhD,craft-repair,skydiving,23300,0,2015-01-25,VA,Riverwood,NO,1,3,YES,79080,6590,13180,59310,N
339,49,MALE,IN,2000,1570.77,0,JD,adm-clerical,paintball,98800,-65300,2015-01-18,SC,Columbus,NO,0,3,NO,6820,1240,620,4960,N
259,42,FEMALE,OH,2000,1170.53,0,PhD,armed-forces,sleeping,65000,-49200,2015-01-12,WV,Northbend,NO,1,2,YES,62590,5690,11380,45520,N
65,23,FEMALE,OH,1000,1099.95,0,College,sales,dancing,0,-71900,2015-01-15,NY,Arlington,NO,1,0,YES,52400,6550,6550,39300,Y
254,46,MALE,IL,2000,1472.43,0,MD,tech-support,basketball,0,-90600,2015-01-10,WV,Arlington,?,1,3,YES,63580,5780,11560,46240,N
440,55,FEMALE,IL,500,1275.62,0,Associate,priv-house-serv,reading,0,-56200,2015-01-23,NY,Riverwood,YES,2,1,NO,61400,6140,6140,49120,N
478,63,MALE,IL,1000,1292.3,0,High School,adm-clerical,paintball,47600,0,2015-02-21,VA,Northbend,YES,1,3,NO,4700,940,470,3290,Y
230,44,FEMALE,IN,2000,1009.37,0,College,prof-specialty,hiking,45400,-39400,2015-02-17,SC,Riverwood,NO,0,2,YES,74140,13480,13480,47180,N
138,30,FEMALE,OH,500,1093.07,4000000,PhD,other-service,reading,27700,-72400,2015-01-06,VA,Hillsdale,?,2,2,NO,83160,6930,13860,62370,N
239,41,FEMALE,OH,1000,1325.44,7000000,JD,farming-fishing,paintball,51400,-6300,2015-02-18,NC,Arlington,?,0,2,YES,10790,1660,830,8300,N
93,31,FEMALE,IL,2000,1017.18,0,MD,prof-specialty,paintball,0,0,2015-02-17,NC,Arlington,YES,1,3,NO,48070,8740,8740,30590,N
37,25,FEMALE,OH,1000,1221.17,0,Masters,protective-serv,golf,49300,0,2015-01-24,SC,Northbrook,YES,0,0,YES,51030,5670,11340,34020,N
254,40,MALE,IN,500,1927.87,0,MD,prof-specialty,yachting,0,0,2015-01-21,VA,Arlington,YES,0,1,?,43280,0,5410,37870,Y
131,29,FEMALE,IN,1000,978.27,0,Associate,sales,paintball,65700,0,2015-02-03,SC,Hillsdale,?,1,3,NO,76400,15280,7640,53480,N
230,43,MALE,IN,2000,1221.14,0,MD,prof-specialty,board-games,48100,0,2015-01-07,VA,Hillsdale,?,0,2,?,75460,13720,13720,48020,N
313,50,MALE,OH,2000,1255.62,0,MD,armed-forces,polo,0,0,2015-02-02,OH,Northbrook,YES,2,1,YES,69000,13800,6900,48300,Y
210,38,MALE,IN,500,999.52,0,JD,tech-support,golf,0,0,2015-01-13,VA,Springfield,?,1,2,NO,8640,1440,720,6480,N
101,29,MALE,OH,500,1380.89,0,PhD,armed-forces,dancing,30000,-53000,2015-02-28,SC,Arlington,?,2,1,?,67210,12220,12220,42770,N
153,37,MALE,IN,500,1010.77,0,High School,transport-moving,basketball,52300,-55600,2015-01-16,NC,Arlington,?,0,3,NO,42500,4250,4250,34000,N
337,53,MALE,OH,500,1205.86,0,Associate,armed-forces,basketball,0,-34600,2015-02-01,SC,Arlington,YES,0,1,NO,86400,14400,7200,64800,N
360,51,MALE,IL,1000,1526.61,0,Masters,handlers-cleaners,chess,0,-32900,2015-01-30,SC,Hillsdale,YES,2,2,?,4620,840,840,2940,Y
428,53,FEMALE,IL,1000,1496.44,0,High School,tech-support,camping,0,0,2015-02-16,NC,Springfield,YES,2,2,NO,6930,630,1260,5040,N
204,40,FEMALE,IL,500,1256.2,0,JD,sales,hiking,0,0,2015-01-07,SC,Northbend,YES,1,2,YES,41700,8340,8340,25020,N
364,51,MALE,IL,500,1268.35,0,Masters,transport-moving,board-games,0,0,2015-01-10,NY,Northbrook,YES,2,1,NO,77330,14060,14060,49210,Y
185,35,MALE,IN,2000,1421.59,0,College,other-service,sleeping,0,0,2015-01-31,WV,Arlington,?,2,3,YES,4950,900,450,3600,N
63,26,MALE,IL,500,1500.04,6000000,PhD,craft-repair,polo,0,-36500,2015-02-13,NC,Northbrook,NO,0,2,YES,5160,860,860,3440,N
210,35,FEMALE,IL,500,1433.24,0,College,exec-managerial,yachting,0,-19500,2015-02-22,WV,Riverwood,NO,2,1,?,24570,2730,2730,19110,Y
194,38,FEMALE,IN,2000,1231.25,0,PhD,craft-repair,movies,46500,0,2015-01-08,WV,Arlington,?,1,0,?,53680,4880,9760,39040,N
294,49,MALE,IN,500,1135.43,0,Masters,farming-fishing,bungie-jumping,22700,0,2015-02-04,WV,Columbus,YES,1,1,YES,42900,3900,3900,35100,N
272,41,MALE,OH,2000,945.73,5000000,MD,protective-serv,chess,38600,-42800,2015-02-04,NY,Arlington,NO,0,0,NO,84100,16820,8410,58870,Y
27,27,FEMALE,IN,2000,1118.76,0,College,adm-clerical,dancing,0,-55800,2015-02-26,NY,Northbrook,?,1,3,?,61560,6840,6840,47880,N
251,39,FEMALE,IN,2000,1231.98,0,Associate,other-service,hiking,0,-31700,2015-01-08,NY,Hillsdale,YES,0,0,?,44240,5530,5530,33180,N
180,33,FEMALE,IN,2000,1005.47,0,JD,protective-serv,hiking,58100,-49000,2015-02-15,VA,Columbus,?,2,3,YES,57700,11540,5770,40390,N
392,50,FEMALE,OH,2000,1108.97,0,PhD,exec-managerial,exercise,68400,-66800,2015-01-14,WV,Springfield,NO,2,2,YES,108030,16620,16620,74790,N
143,30,FEMALE,IN,500,1392.39,5000000,High School,exec-managerial,dancing,0,-65700,2015-01-12,SC,Riverwood,NO,2,0,YES,54300,10860,5430,38010,N
371,54,MALE,IN,2000,1317.97,0,High School,craft-repair,movies,34700,-81000,2015-01-18,SC,Columbus,?,1,2,?,32280,5380,5380,21520,Y
292,42,MALE,IN,1000,1588.22,0,JD,machine-op-inspct,camping,0,-53800,2015-01-15,WV,Riverwood,YES,1,1,NO,84600,16920,8460,59220,N
165,35,MALE,IL,500,900.02,6000000,College,craft-repair,camping,0,-49900,2015-02-24,SC,Springfield,NO,1,3,YES,69700,6970,6970,55760,N
158,33,MALE,OH,1000,1744.64,3000000,JD,prof-specialty,movies,0,0,2015-02-07,WV,Springfield,NO,0,1,NO,36400,3640,7280,25480,N
241,39,FEMALE,OH,1000,1260.56,0,JD,adm-clerical,paintball,0,-54900,2015-02-22,SC,Northbrook,NO,0,2,YES,37520,4690,4690,28140,N
103,33,FEMALE,OH,2000,1021.14,0,Masters,other-service,paintball,69500,-47700,2015-01-19,NY,Northbend,NO,2,3,?,79090,14380,14380,50330,N
402,54,MALE,OH,2000,1285.09,0,JD,farming-fishing,board-games,48000,-79600,2015-02-28,NY,Springfield,NO,0,2,YES,67770,7530,15060,45180,Y
102,32,MALE,OH,500,1537.07,3000000,JD,tech-support,chess,0,0,2015-02-04,OH,Northbend,NO,1,0,NO,47400,9480,4740,33180,Y
182,40,MALE,IN,1000,1022.42,0,PhD,other-service,skydiving,50000,-56900,2015-02-17,SC,Northbend,YES,0,2,?,71100,7110,14220,49770,N
282,46,MALE,OH,2000,1558.86,0,MD,other-service,dancing,51100,-75100,2015-02-17,NY,Springfield,?,2,2,NO,69400,13880,6940,48580,N
222,39,MALE,OH,500,1757.87,0,High School,transport-moving,board-games,71400,0,2015-01-17,SC,Northbrook,YES,2,1,?,55000,5000,10000,40000,Y
415,52,MALE,IN,1000,973.5,0,PhD,machine-op-inspct,polo,50400,0,2015-02-02,WV,Arlington,YES,1,3,YES,51090,7860,7860,35370,N
51,34,MALE,OH,500,1430.8,0,PhD,machine-op-inspct,camping,0,0,2015-02-12,NY,Springfield,?,2,3,NO,64200,6420,19260,38520,Y
255,45,MALE,IL,500,1192.27,0,High School,sales,base-jumping,0,-40200,2015-01-04,NC,Riverwood,NO,2,0,YES,67320,12240,12240,42840,N
143,31,MALE,IL,500,1163.83,0,Associate,protective-serv,movies,37700,0,2015-02-21,NC,Arlington,YES,2,0,?,76120,6920,13840,55360,N
130,28,FEMALE,OH,1000,1003.15,0,JD,farming-fishing,movies,0,-38500,2015-01-23,SC,Hillsdale,YES,2,1,NO,85020,13080,13080,58860,N
242,41,MALE,OH,2000,1153.54,6000000,Masters,protective-serv,polo,0,-57000,2015-02-12,NY,Northbrook,NO,0,1,?,68090,12380,12380,43330,N
96,27,FEMALE,IL,1000,1631.1,0,High School,priv-house-serv,exercise,0,0,2015-01-23,WV,Arlington,?,1,2,NO,6030,670,670,4690,N
180,35,MALE,IL,1000,1252.48,0,MD,machine-op-inspct,yachting,0,-55800,2015-02-10,OH,Springfield,?,1,3,NO,5100,1020,510,3570,N
150,30,MALE,IN,1000,1677.26,0,College,sales,yachting,40100,0,2015-01-10,WV,Springfield,YES,1,3,YES,4590,510,510,3570,N
463,59,FEMALE,IL,1000,979.73,0,JD,exec-managerial,yachting,51700,0,2015-02-12,SC,Columbus,?,1,2,NO,72400,7240,14480,50680,Y
472,64,MALE,IN,500,989.24,0,Masters,other-service,skydiving,0,0,2015-02-21,NY,Northbrook,NO,2,3,NO,70900,14180,7090,49630,N
75,25,FEMALE,IL,1000,1389.86,0,Associate,priv-house-serv,hiking,0,0,2015-01-18,WV,Springfield,?,2,3,YES,65100,6510,6510,52080,N
193,40,FEMALE,OH,500,1233.85,0,College,handlers-cleaners,chess,0,0,2015-02-28,PA,Hillsdale,?,2,1,YES,64260,0,14280,49980,N
43,43,FEMALE,IL,500,1320.39,0,Associate,armed-forces,yachting,0,0,2015-01-19,WV,Arlington,?,2,1,?,79970,7270,21810,50890,Y
253,41,FEMALE,IN,1000,1435.09,0,College,machine-op-inspct,bungie-jumping,36600,0,2015-01-11,SC,Northbrook,NO,2,0,?,56610,6290,6290,44030,N
152,30,FEMALE,IN,500,1448.54,0,JD,craft-repair,polo,58600,0,2015-02-11,VA,Northbrook,YES,1,1,?,84590,7690,7690,69210,Y
160,38,MALE,OH,500,1733.56,0,High School,sales,sleeping,0,-43800,2015-01-09,SC,Hillsdale,NO,2,1,YES,66780,7420,14840,44520,N
56,36,MALE,IN,500,1533.07,0,JD,farming-fishing,exercise,0,-28800,2015-01-20,NC,Springfield,YES,1,2,YES,58500,0,6500,52000,N
286,41,FEMALE,IL,500,1106.77,0,College,prof-specialty,golf,45500,-62500,2015-02-26,WV,Columbus,?,2,0,NO,5000,500,500,4000,N
3,29,FEMALE,IL,500,995.7,5000000,JD,priv-house-serv,chess,0,0,2015-02-02,PA,Springfield,?,2,1,?,5000,500,1000,3500,Y
286,41,FEMALE,IL,1000,1298.85,6000000,High School,sales,camping,71300,-70300,2015-01-04,NY,Columbus,?,1,3,YES,54450,6050,12100,36300,N
239,38,FEMALE,OH,1000,1276.73,5000000,Masters,handlers-cleaners,bungie-jumping,0,0,2015-02-19,WV,Northbrook,NO,1,3,?,61920,6880,6880,48160,N
64,29,MALE,OH,2000,1202.28,0,High School,exec-managerial,cross-fit,0,-61400,2015-01-12,VA,Hillsdale,?,1,2,NO,43700,4370,4370,34960,Y
98,31,MALE,IN,500,671.92,0,Masters,machine-op-inspct,bungie-jumping,0,-26400,2015-01-24,NC,Riverwood,?,2,0,?,64080,7120,7120,49840,N
16,35,MALE,IL,1000,1358.03,0,JD,sales,chess,59300,-31400,2015-02-17,SC,Hillsdale,NO,2,1,?,55000,10000,10000,35000,Y
70,27,FEMALE,IN,1000,1008.79,4000000,Masters,adm-clerical,video-games,46000,0,2015-01-13,WV,Columbus,NO,2,3,?,4400,0,550,3850,N
75,27,MALE,OH,1000,1141.1,0,JD,armed-forces,movies,0,0,2015-02-28,SC,Hillsdale,?,0,1,YES,71640,5970,11940,53730,N
246,44,MALE,OH,1000,1397,0,High School,machine-op-inspct,reading,0,0,2015-01-03,NY,Arlington,NO,1,0,NO,61740,6860,6860,48020,N
110,27,FEMALE,OH,1000,1664.66,0,Associate,priv-house-serv,golf,0,-66200,2015-02-05,SC,Springfield,?,0,3,?,57500,5750,5750,46000,N
236,39,FEMALE,IN,1000,1151.39,4000000,Masters,exec-managerial,reading,0,-63900,2015-01-01,NY,Springfield,YES,0,0,?,8700,870,1740,6090,N
267,46,FEMALE,OH,2000,1546.01,0,MD,adm-clerical,polo,0,0,2015-01-06,VA,Riverwood,NO,2,1,?,77100,15420,7710,53970,N
463,57,MALE,IL,500,1063.67,0,Masters,priv-house-serv,dancing,0,0,2015-02-03,NY,Springfield,NO,2,0,YES,59400,6600,6600,46200,N
303,46,MALE,IN,1000,709.14,0,Masters,machine-op-inspct,kayaking,0,0,2015-02-12,NY,Northbrook,NO,1,0,NO,54890,9980,4990,39920,N
137,30,MALE,IL,500,1039.55,0,MD,exec-managerial,kayaking,55600,-59700,2015-02-16,WV,Columbus,?,2,1,?,74030,6730,13460,53840,N
56,42,FEMALE,IL,500,1339.39,0,Associate,adm-clerical,chess,0,0,2015-02-25,NY,Columbus,?,1,2,YES,61490,11180,11180,39130,N
75,27,MALE,IN,1000,1202.75,0,High School,handlers-cleaners,board-games,57900,-90100,2015-01-21,SC,Northbrook,NO,0,2,YES,79560,6630,13260,59670,N
131,33,MALE,IL,2000,1081.17,0,MD,sales,yachting,0,-65200,2015-01-28,NY,Northbend,?,0,1,NO,4900,490,490,3920,N
153,34,MALE,IL,500,991.39,0,High School,tech-support,paintball,45600,-61400,2015-02-27,WV,Springfield,?,1,0,NO,77770,14140,14140,49490,N
255,43,FEMALE,IN,500,984.02,0,JD,transport-moving,board-games,75800,0,2015-02-10,SC,Columbus,?,2,2,?,74700,7470,14940,52290,Y
103,26,MALE,IL,500,1354.83,0,MD,tech-support,sleeping,66300,0,2015-01-18,NY,Arlington,NO,2,2,?,40600,4060,4060,32480,N
97,28,MALE,OH,1000,830.31,0,JD,farming-fishing,video-games,0,-32600,2015-01-13,SC,Springfield,?,1,0,?,45270,10060,10060,25150,N
214,36,FEMALE,IL,2000,987.42,7000000,Associate,machine-op-inspct,kayaking,0,0,2015-01-31,NY,Springfield,NO,0,3,?,47080,4280,8560,34240,N
438,57,FEMALE,OH,500,1119.29,0,MD,machine-op-inspct,chess,0,0,2015-01-15,SC,Hillsdale,?,0,0,NO,40700,4070,4070,32560,Y
87,27,FEMALE,OH,500,1048.39,0,Masters,transport-moving,polo,0,0,2015-02-13,NY,Riverwood,?,2,1,YES,34650,6300,3150,25200,N
27,28,MALE,OH,1000,1074.47,0,MD,protective-serv,camping,0,0,2015-02-13,WV,Riverwood,?,2,0,?,3200,400,400,2400,N
206,42,MALE,IL,1000,1230.76,0,High School,machine-op-inspct,yachting,0,-74200,2015-01-03,VA,Hillsdale,?,1,1,NO,78980,7180,14360,57440,Y
127,31,MALE,OH,500,1255.02,0,Associate,sales,reading,58200,0,2015-01-13,SC,Riverwood,YES,1,0,NO,6160,560,1120,4480,N
422,60,FEMALE,IN,1000,1555.52,0,MD,machine-op-inspct,hiking,43600,-67800,2015-02-14,NC,Northbrook,YES,1,1,NO,85250,15500,7750,62000,N
303,50,MALE,IL,2000,836.11,5000000,Masters,sales,camping,0,0,2015-01-20,SC,Springfield,YES,1,2,NO,72840,12140,6070,54630,N
228,40,MALE,IN,500,1450.98,0,Associate,exec-managerial,base-jumping,43700,0,2015-01-18,WV,Northbend,?,0,2,NO,6050,1100,1100,3850,N
239,39,FEMALE,IN,2000,625.08,0,JD,protective-serv,hiking,44200,-37000,2015-01-03,SC,Riverwood,NO,2,3,YES,87890,15980,7990,63920,Y
330,47,FEMALE,IL,2000,1133.27,0,High School,craft-repair,chess,0,-56400,2015-03-01,NY,Northbrook,?,0,2,YES,60500,11000,5500,44000,Y
128,35,FEMALE,IN,500,1366.6,0,MD,machine-op-inspct,kayaking,0,0,2015-01-01,NY,Columbus,?,2,1,NO,88220,16040,16040,56140,N
147,37,FEMALE,OH,1000,1439.9,6000000,Associate,prof-specialty,video-games,0,-48400,2015-01-29,SC,Springfield,NO,1,2,NO,53680,9760,4880,39040,N
287,45,MALE,OH,1000,1230.69,0,Masters,transport-moving,golf,0,-54600,2015-01-10,VA,Springfield,NO,0,2,NO,53800,5380,5380,43040,N
142,29,FEMALE,OH,2000,1307.68,0,MD,craft-repair,dancing,0,-48500,2015-01-29,NY,Columbus,YES,1,2,NO,54360,4530,9060,40770,Y
162,35,FEMALE,IL,2000,1124.69,0,Masters,handlers-cleaners,bungie-jumping,0,0,2015-02-20,WV,Arlington,YES,0,3,YES,54340,9880,4940,39520,N
140,35,FEMALE,OH,1000,1520.78,0,High School,craft-repair,chess,0,-42900,2015-01-21,SC,Columbus,?,0,2,YES,2860,520,260,2080,Y
106,28,MALE,OH,2000,1609.11,0,High School,craft-repair,polo,0,0,2015-01-18,WV,Hillsdale,YES,2,1,YES,5490,0,1220,4270,N
292,45,MALE,IL,1000,1358.91,0,Masters,craft-repair,dancing,0,0,2015-01-09,WV,Northbend,NO,0,2,?,7370,670,1340,5360,N
34,34,FEMALE,OH,500,1295.87,0,PhD,priv-house-serv,chess,0,0,2015-01-13,NC,Columbus,?,1,0,NO,50800,5080,5080,40640,Y
290,48,MALE,IL,500,1161.03,5000000,Associate,adm-clerical,video-games,45300,0,2015-02-13,VA,Northbrook,?,1,1,?,41520,5190,5190,31140,N
182,38,FEMALE,OH,2000,1441.06,0,Masters,armed-forces,movies,53800,-78300,2015-01-08,NY,Riverwood,?,2,3,YES,89650,8150,16300,65200,N
362,55,FEMALE,OH,1000,1097.99,0,JD,other-service,base-jumping,44400,-71500,2015-02-17,NY,Hillsdale,NO,0,3,NO,39690,0,0,39690,N
143,32,FEMALE,IL,1000,1464.42,0,High School,exec-managerial,golf,79900,0,2015-01-15,SC,Springfield,?,2,0,NO,62260,5660,5660,50940,N
183,38,FEMALE,IL,500,1543.68,0,Masters,prof-specialty,paintball,20200,0,2015-01-24,NC,Hillsdale,NO,0,1,YES,51920,9440,4720,37760,Y
254,40,MALE,IL,500,1390.89,5000000,College,armed-forces,bungie-jumping,0,-74400,2015-02-28,NY,Riverwood,?,2,2,?,53460,9720,4860,38880,N
249,43,FEMALE,OH,2000,1148.58,0,MD,adm-clerical,golf,0,-71200,2015-02-16,SC,Arlington,YES,2,1,YES,57100,5710,5710,45680,N
169,36,MALE,IN,500,1616.26,0,High School,exec-managerial,yachting,50700,-57600,2015-02-09,NY,Springfield,NO,2,3,?,77440,14080,7040,56320,N
235,40,MALE,IL,500,1398.94,0,College,craft-repair,bungie-jumping,0,0,2015-01-24,NY,Riverwood,NO,1,2,NO,68300,6830,13660,47810,N
112,32,MALE,OH,1000,1238.92,0,Associate,other-service,base-jumping,57800,-53700,2015-02-11,NY,Arlington,?,0,2,?,5060,460,920,3680,N
16,32,MALE,IL,1000,968.46,0,MD,tech-support,chess,50800,-66200,2015-01-27,WV,Columbus,?,0,2,?,59400,6600,13200,39600,Y
128,31,FEMALE,IL,500,1045.12,0,High School,transport-moving,cross-fit,0,-28300,2015-01-19,NY,Springfield,NO,0,2,?,69930,0,15540,54390,Y
103,27,FEMALE,IN,1000,1537.33,0,College,handlers-cleaners,board-games,0,-74800,2015-02-20,NY,Springfield,YES,1,1,NO,77700,7770,15540,54390,N
356,54,MALE,OH,500,912.3,0,College,prof-specialty,yachting,58500,-44000,2015-01-10,SC,Northbend,NO,2,1,?,68750,12500,12500,43750,Y
109,29,FEMALE,OH,2000,1007.28,6000000,High School,adm-clerical,movies,0,0,2015-02-21,NY,Riverwood,NO,1,3,YES,91080,16560,16560,57960,N
2,20,FEMALE,IN,1000,1189.98,4000000,High School,craft-repair,golf,0,-54700,2015-02-01,WV,Columbus,NO,1,3,YES,48360,4030,8060,36270,N
198,34,MALE,OH,1000,1576.41,0,Associate,handlers-cleaners,kayaking,0,-55100,2015-02-25,WV,Hillsdale,YES,1,1,YES,95000,9500,9500,76000,N
107,32,MALE,OH,500,1172.82,4000000,Associate,machine-op-inspct,yachting,82100,0,2015-02-24,SC,Arlington,?,1,3,NO,3900,780,390,2730,N
252,39,MALE,IL,500,1312.22,9000000,High School,transport-moving,cross-fit,0,-33300,2015-02-21,NC,Riverwood,?,0,3,NO,59400,11880,5940,41580,Y
303,43,FEMALE,OH,1000,671.01,7000000,Associate,machine-op-inspct,camping,42900,-61500,2015-01-08,NC,Springfield,?,2,0,?,60210,6690,6690,46830,N
101,32,MALE,IL,500,895.14,0,JD,sales,video-games,52600,-30400,2015-01-10,SC,Columbus,?,0,3,YES,43600,8720,4360,30520,N
446,57,MALE,IN,2000,1373.21,0,College,adm-clerical,sleeping,42700,-64900,2015-02-14,SC,Northbrook,NO,0,0,NO,62800,6280,12560,43960,N
330,48,MALE,OH,1000,1625.65,0,College,farming-fishing,skydiving,0,0,2015-02-26,VA,Springfield,YES,1,3,?,59500,11900,5950,41650,N
211,37,FEMALE,OH,2000,1295.63,4000000,PhD,armed-forces,skydiving,42200,-33800,2015-01-30,WV,Northbend,YES,1,0,?,53460,5940,5940,41580,N
172,33,FEMALE,IL,1000,1459.96,6000000,High School,adm-clerical,reading,41300,-42000,2015-01-07,NY,Northbend,NO,0,1,NO,41690,7580,7580,26530,N
316,46,FEMALE,OH,500,1219.94,7000000,Masters,prof-specialty,paintball,0,-51000,2015-02-27,NY,Arlington,?,0,1,YES,63100,6310,12620,44170,N
435,60,MALE,OH,500,1064.49,5000000,Associate,priv-house-serv,chess,73500,-43300,2015-02-13,WV,Arlington,NO,2,1,?,62880,5240,10480,47160,Y
344,51,FEMALE,IL,1000,959.83,0,Masters,sales,paintball,0,-38700,2015-02-02,NY,Northbend,?,2,2,YES,75400,17400,11600,46400,Y
204,40,MALE,OH,2000,1767.02,0,JD,machine-op-inspct,hiking,0,-49300,2015-02-27,SC,Arlington,YES,1,1,NO,46200,4200,8400,33600,N
278,47,MALE,IN,500,1285.01,0,Masters,machine-op-inspct,sleeping,0,-39800,2015-02-02,VA,Hillsdale,NO,2,2,YES,58500,5850,5850,46800,N
434,57,MALE,OH,2000,1422.95,0,JD,transport-moving,bungie-jumping,0,0,2015-01-17,SC,Columbus,NO,1,3,NO,66240,11040,11040,44160,N
209,36,FEMALE,IN,2000,1223.39,0,MD,craft-repair,camping,0,0,2015-01-12,PA,Hillsdale,?,1,3,?,65440,8180,8180,49080,N
250,43,MALE,IL,2000,1539.06,0,Masters,sales,exercise,37800,0,2015-01-20,SC,Hillsdale,NO,0,3,?,64200,10700,10700,42800,N
61,25,FEMALE,IN,2000,988.06,0,Masters,other-service,dancing,0,0,2015-02-05,WV,Northbend,YES,1,0,NO,32320,4040,4040,24240,N
80,28,FEMALE,IL,1000,1740.57,0,College,farming-fishing,golf,0,-18600,2015-01-20,SC,Northbend,?,0,1,?,33480,3720,3720,26040,N
25,38,MALE,OH,1000,1540.91,7000000,College,adm-clerical,polo,40900,0,2015-02-24,VA,Northbend,NO,1,1,YES,4320,480,960,2880,N
4,29,MALE,IL,500,1381.88,5000000,High School,tech-support,exercise,0,-77800,2015-02-21,SC,Hillsdale,NO,0,2,?,4200,840,420,2940,N
32,29,MALE,OH,500,1446.98,0,MD,adm-clerical,sleeping,0,-45700,2015-02-11,NY,Arlington,YES,2,0,NO,57970,10540,5270,42160,N
125,31,MALE,IN,500,1220.86,0,JD,other-service,paintball,55400,-40400,2015-01-24,NY,Arlington,YES,1,2,?,4320,0,960,3360,N
276,45,FEMALE,IL,500,948.1,0,High School,machine-op-inspct,reading,44500,-61400,2015-01-06,SC,Columbus,?,0,2,?,69300,13860,6930,48510,N
148,30,FEMALE,OH,500,1471.24,0,Masters,farming-fishing,camping,57500,-93600,2015-01-15,NC,Riverwood,NO,2,2,NO,32480,4060,4060,24360,N
222,38,MALE,IN,2000,1157.97,0,MD,machine-op-inspct,hiking,0,-64500,2015-02-22,NY,Hillsdale,?,2,2,YES,60480,6720,6720,47040,N
32,38,MALE,IL,2000,566.11,5000000,Associate,armed-forces,polo,0,0,2015-01-21,NC,Springfield,YES,0,0,NO,2640,440,440,1760,N
78,27,MALE,OH,500,1060.88,0,JD,other-service,skydiving,0,-66500,2015-02-03,SC,Northbend,NO,0,3,NO,6050,550,1100,4400,N
238,43,MALE,OH,1000,1524.45,4000000,High School,handlers-cleaners,chess,0,-44800,2015-02-16,NC,Hillsdale,NO,0,0,NO,42700,4270,4270,34160,Y
313,47,MALE,IN,1000,1556.17,0,College,prof-specialty,reading,63900,-53300,2015-02-07,SC,Hillsdale,YES,1,3,NO,40260,3660,7320,29280,Y
334,50,MALE,OH,500,1216.24,0,Masters,priv-house-serv,polo,26700,-47200,2015-01-14,NY,Columbus,NO,2,0,?,50000,5000,10000,35000,N
190,35,FEMALE,IN,500,1484.72,5000000,High School,tech-support,golf,0,0,2015-02-02,NY,Riverwood,NO,0,1,NO,3840,640,320,2880,N
