Age,Agency_Code,Type,Commision,Channel,Duration,Sales,Destination,Claimed,Product_Name,Claimed_Amount
35,JZI,Airlines,7.7,Online,51,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,278,38,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,30,29,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,25,11,ASIA,No,Customised Plan,0
49,C2B,Airlines,97.34,Online,364,389.35,ASIA,Yes,Gold Plan,5820
30,JZI,Airlines,7.7,Online,32,22,ASIA,No,Bronze Plan,0
38,C2B,Airlines,63.21,Online,386,252.85,ASIA,Yes,Silver Plan,5394
60,JZI,Airlines,14,Online,29,40,ASIA,Yes,Bronze Plan,4756
26,C2B,Airlines,3.38,Online,32,13.5,ASIA,No,Bronze Plan,0
39,EPX,Travel Agency,0,Online,11,69,ASIA,No,Cancellation Plan,0
42,CWT,Travel Agency,132.99,Online,434,204.6,ASIA,No,Gold Plan,0
44,EPX,Travel Agency,0,Online,19,10,ASIA,No,Cancellation Plan,0
36,C2B,Airlines,54,Online,369,216,ASIA,Yes,Silver Plan,5437
31,CWT,Travel Agency,11.88,Online,6,19.8,ASIA,No,Customised Plan,0
34,EPX,Travel Agency,0,Online,8,20,ASIA,No,Customised Plan,0
57,C2B,Airlines,8.38,Online,30,33.5,ASIA,No,Bronze Plan,0
31,CWT,Travel Agency,29.7,Online,61,49.5,Americas,Yes,Customised Plan,4279
36,EPX,Travel Agency,0,Online,4,13,ASIA,No,Cancellation Plan,0
40,CWT,Travel Agency,29.7,Online,7,49.5,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,82,57,EUROPE,Yes,Cancellation Plan,3974
36,EPX,Travel Agency,0,Online,65,192,ASIA,No,Customised Plan,0
25,C2B,Airlines,12.4,Online,2,31,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,95,23,ASIA,Yes,Customised Plan,4131
36,EPX,Travel Agency,0,Online,61,20,ASIA,No,Cancellation Plan,0
49,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
28,CWT,Travel Agency,149.37,Online,367,229.8,Americas,Yes,Silver Plan,5136
27,EPX,Travel Agency,0,Online,10,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,56,112,ASIA,No,Customised Plan,0
72,CWT,Travel Agency,17.82,Online,42,29.7,ASIA,No,Customised Plan,0
59,C2B,Airlines,6.75,Online,11,27,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,5,10,ASIA,No,Cancellation Plan,0
34,C2B,Airlines,12.13,Online,15,48.5,ASIA,Yes,Silver Plan,5486
36,EPX,Travel Agency,0,Online,212,80,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,12,32,ASIA,Yes,Customised Plan,4046
31,C2B,Airlines,63.21,Online,380,252.85,ASIA,Yes,Silver Plan,5012
34,CWT,Travel Agency,166.53,Online,421,256.2,Americas,No,Gold Plan,0
68,EPX,Travel Agency,0,Online,109,13,ASIA,No,Cancellation Plan,0
36,CWT,Travel Agency,5.94,Online,3,9.9,ASIA,No,Customised Plan,0
48,CWT,Travel Agency,29.7,Online,58,152,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,52,20,ASIA,No,Customised Plan,0
73,CWT,Travel Agency,9.57,Offline,226,29,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,22,31,ASIA,No,Customised Plan,0
28,EPX,Travel Agency,0,Online,123,16,Americas,No,Cancellation Plan,0
26,CWT,Travel Agency,41.58,Online,50,69.3,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,20,ASIA,No,Customised Plan,0
32,EPX,Travel Agency,0,Online,387,16,ASIA,No,Cancellation Plan,0
31,CWT,Travel Agency,41.58,Online,11,0,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,107,21.87,EUROPE,Yes,Customised Plan,4141
48,C2B,Airlines,3.75,Online,2,15,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,1,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,97,10,ASIA,No,Cancellation Plan,0
35,JZI,Airlines,12.95,Online,33,37,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,69,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,60,163,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,388,20,ASIA,No,Customised Plan,0
32,C2B,Airlines,63.21,Online,368,252.85,ASIA,Yes,Silver Plan,5345
36,EPX,Travel Agency,0,Online,25,22,ASIA,No,Customised Plan,0
47,EPX,Travel Agency,0,Online,10,22,Americas,No,Customised Plan,0
50,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,29,23,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,39,51,EUROPE,No,Cancellation Plan,0
30,EPX,Travel Agency,0,Online,1,19,Americas,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,45,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,27,68,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,62,31,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,28,61,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,77,34,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,42,10,ASIA,No,Cancellation Plan,0
54,CWT,Travel Agency,23.76,Online,5,39.6,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,62,20,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,27,22,ASIA,Yes,Customised Plan,4368
26,C2B,Airlines,54,Online,383,216,ASIA,No,Silver Plan,0
46,JZI,Airlines,7.7,Online,101,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,5,80,EUROPE,No,Cancellation Plan,0
37,C2B,Airlines,7.38,Online,14,29.5,ASIA,Yes,Silver Plan,5035
52,JZI,Airlines,12.25,Online,12,35,ASIA,No,Bronze Plan,0
43,JZI,Airlines,10.5,Online,14,30,ASIA,No,Bronze Plan,0
52,C2B,Airlines,63.21,Online,365,252.85,ASIA,Yes,Silver Plan,5265
44,CWT,Travel Agency,11.88,Online,4,19.8,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,36,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,21,22,ASIA,No,Cancellation Plan,0
38,EPX,Travel Agency,0,Online,16,25,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,29,35,ASIA,Yes,Customised Plan,4350
48,C2B,Airlines,5.63,Online,10,22.5,ASIA,No,Silver Plan,0
22,C2B,Airlines,9.13,Online,9,36.5,ASIA,Yes,Gold Plan,5776
36,EPX,Travel Agency,0,Online,36,68,ASIA,Yes,Customised Plan,4043
70,CWT,Travel Agency,9.57,Offline,56,29,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,3,20,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,16,30,ASIA,No,Customised Plan,0
21,JZI,Airlines,7.7,Online,18,22,ASIA,No,Bronze Plan,0
28,EPX,Travel Agency,0,Online,3,10,ASIA,No,Cancellation Plan,0
35,EPX,Travel Agency,0,Online,9,20,ASIA,No,Customised Plan,0
36,C2B,Airlines,15.88,Online,53,63.5,ASIA,Yes,Silver Plan,5399
53,CWT,Travel Agency,17.82,Online,8,29.7,ASIA,No,Customised Plan,0
26,CWT,Travel Agency,29.7,Online,35,49.5,Americas,Yes,Customised Plan,4017
37,C2B,Airlines,21.13,Online,39,84.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,163,13,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,163,20,ASIA,No,Customised Plan,0
51,C2B,Airlines,8.38,Online,6,33.5,ASIA,Yes,Gold Plan,5511
36,EPX,Travel Agency,0,Online,17,29,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,80,41,ASIA,Yes,Customised Plan,4334
51,EPX,Travel Agency,0,Online,71,13,ASIA,No,Cancellation Plan,0
43,C2B,Airlines,6.94,Online,6,27.75,ASIA,Yes,Silver Plan,5385
27,CWT,Travel Agency,17.82,Online,56,29.7,ASIA,No,Customised Plan,0
47,CWT,Travel Agency,23.76,Online,7,39.6,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,34,10,ASIA,No,Cancellation Plan,0
37,C2B,Airlines,5.25,Online,3,21,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,66,34,ASIA,No,Customised Plan,0
60,JZI,Airlines,9.1,Online,48,26,ASIA,No,Bronze Plan,0
42,C2B,Airlines,63.21,Online,380,252.85,ASIA,Yes,Silver Plan,5206
22,C2B,Airlines,16.75,Online,30,67,ASIA,No,Silver Plan,0
44,C2B,Airlines,3.75,Online,3,15,ASIA,Yes,Silver Plan,5366
35,C2B,Airlines,15.6,Online,22,39,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,3,29,ASIA,No,Cancellation Plan,0
31,CWT,Travel Agency,35.64,Online,26,59.4,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,19,15,ASIA,No,Cancellation Plan,0
42,JZI,Airlines,10.5,Online,54,30,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,14,33,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,8,80,ASIA,No,Cancellation Plan,0
36,CWT,Travel Agency,47.52,Online,13,0,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,42,20,ASIA,No,Cancellation Plan,0
27,C2B,Airlines,6.63,Online,25,26.5,ASIA,Yes,Bronze Plan,4811
36,EPX,Travel Agency,0,Online,100,35,ASIA,No,Customised Plan,0
31,CWT,Travel Agency,29.7,Online,4,49.5,Americas,No,Customised Plan,0
30,EPX,Travel Agency,0,Online,39,27,ASIA,No,Customised Plan,0
39,EPX,Travel Agency,30,Online,23,205.6,ASIA,No,Cancellation Plan,0
52,JZI,Airlines,7.7,Online,3,22,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,1,20,ASIA,No,Customised Plan,0
40,CWT,Travel Agency,5.94,Online,54,9.9,EUROPE,No,Customised Plan,0
34,C2B,Airlines,12.38,Online,21,49.5,ASIA,Yes,Silver Plan,5298
36,EPX,Travel Agency,0,Online,50,98,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,48,151,ASIA,No,Customised Plan,0
32,C2B,Airlines,5.63,Online,9,22.5,ASIA,Yes,Silver Plan,5177
49,JZI,Airlines,10.5,Online,57,30,ASIA,No,Bronze Plan,0
25,C2B,Airlines,6.75,Online,14,27,ASIA,No,Bronze Plan,0
38,C2B,Airlines,11.75,Online,13,47,ASIA,Yes,Bronze Plan,4898
59,C2B,Airlines,6.94,Online,6,27.75,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,4,14,ASIA,No,Cancellation Plan,0
35,C2B,Airlines,4.39,Online,5,17.55,ASIA,Yes,Bronze Plan,4747
36,EPX,Travel Agency,0,Online,40,60,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,80,62,EUROPE,Yes,Customised Plan,4412
39,JZI,Airlines,12.25,Online,14,35,ASIA,No,Bronze Plan,0
35,EPX,Travel Agency,0,Online,54,30,ASIA,No,Customised Plan,0
32,EPX,Travel Agency,0,Online,67,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,171,112,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,85,35,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,2,186,ASIA,No,Cancellation Plan,0
26,C2B,Airlines,6.88,Online,5,27.5,ASIA,Yes,Gold Plan,5864
25,JZI,Airlines,7.7,Online,4,35,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,156,26,ASIA,Yes,Customised Plan,4096
31,C2B,Airlines,18,Online,19,72,ASIA,Yes,Silver Plan,5351
45,C2B,Airlines,10.89,Online,10,43.55,ASIA,Yes,Silver Plan,5475
36,EPX,Travel Agency,0,Online,59,22,ASIA,No,Customised Plan,0
52,EPX,Travel Agency,0,Online,39,10,ASIA,Yes,Cancellation Plan,3826
28,C2B,Airlines,32,Online,364,207.6,ASIA,Yes,Silver Plan,5035
25,CWT,Travel Agency,17.23,Online,7,26.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,34,11,Americas,No,Cancellation Plan,0
23,C2B,Airlines,7.47,Online,39,29.9,ASIA,No,Bronze Plan,0
32,CWT,Travel Agency,77.22,Online,19,128.7,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,11,19,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,14,21,ASIA,No,Customised Plan,0
32,CWT,Travel Agency,41.58,Online,18,69.3,Americas,Yes,Customised Plan,4454
35,C2B,Airlines,8.38,Online,115,33.5,ASIA,Yes,Bronze Plan,4524
36,EPX,Travel Agency,0,Online,44,69,Americas,Yes,Customised Plan,4184
36,EPX,Travel Agency,0,Online,38,35,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,12,78,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,34,24,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,20,46,ASIA,Yes,Customised Plan,4266
23,EPX,Travel Agency,0,Online,6,35,Americas,No,Cancellation Plan,0
64,EPX,Travel Agency,0,Online,65,109,Americas,Yes,Customised Plan,4387
36,EPX,Travel Agency,0,Online,71,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,27,Online,66,35,ASIA,Yes,Customised Plan,4332
36,EPX,Travel Agency,0,Online,309,12,ASIA,No,Cancellation Plan,0
45,EPX,Travel Agency,0,Online,12,10,ASIA,No,Cancellation Plan,0
49,CWT,Travel Agency,9.57,Offline,18,29,ASIA,Yes,Customised Plan,4171
54,CWT,Travel Agency,11.88,Online,35,25,ASIA,No,Customised Plan,0
61,C2B,Airlines,9.75,Online,28,39,ASIA,Yes,Silver Plan,5323
53,JZI,Airlines,12.25,Online,46,35,ASIA,Yes,Bronze Plan,4519
65,EPX,Travel Agency,0,Online,1,10,ASIA,No,Cancellation Plan,0
33,CWT,Travel Agency,77.22,Online,19,128.7,Americas,No,Customised Plan,0
52,CWT,Travel Agency,59.4,Online,280,99,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,1,12,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,4,38,ASIA,No,Cancellation Plan,0
24,C2B,Airlines,3.38,Online,5,13.5,ASIA,Yes,Bronze Plan,4713
36,EPX,Travel Agency,0,Online,92,24,ASIA,No,Customised Plan,0
21,C2B,Airlines,4,Online,17,16,ASIA,Yes,Bronze Plan,4511
29,EPX,Travel Agency,0,Online,80,103,Americas,Yes,Customised Plan,4003
25,C2B,Airlines,54,Online,368,216,ASIA,Yes,Silver Plan,5453
26,C2B,Airlines,18.13,Online,40,72.5,ASIA,Yes,Bronze Plan,4852
31,CWT,Travel Agency,11.88,Online,4,19.8,ASIA,No,Customised Plan,0
40,JZI,Airlines,21.35,Online,88,61,EUROPE,Yes,Bronze Plan,4960
36,EPX,Travel Agency,0,Online,26,50,ASIA,Yes,Customised Plan,4244
27,C2B,Airlines,9.75,Online,58,39,ASIA,Yes,Bronze Plan,4583
54,CWT,Travel Agency,27.3,Online,15,42,ASIA,Yes,Gold Plan,5933
36,EPX,Travel Agency,0,Online,14,31,ASIA,Yes,Cancellation Plan,3725
36,C2B,Airlines,4.63,Online,11,18.5,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,70,112,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,30,10,ASIA,No,Cancellation Plan,0
31,CWT,Travel Agency,53.46,Online,37,89.1,Americas,No,Customised Plan,0
26,EPX,Travel Agency,0,Online,21,12,ASIA,Yes,Cancellation Plan,3683
28,C2B,Airlines,8.63,Online,149,34.5,ASIA,Yes,Bronze Plan,4521
26,JZI,Airlines,6.3,Online,2,18,ASIA,No,Bronze Plan,0
47,C2B,Airlines,5.06,Online,21,20.25,ASIA,No,Bronze Plan,0
32,C2B,Airlines,4,Online,20,16,ASIA,Yes,Bronze Plan,4829
31,C2B,Airlines,58.35,Online,380,233.4,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,6,21,ASIA,No,Customised Plan,0
76,CWT,Travel Agency,17.23,Online,22,26.5,ASIA,Yes,Silver Plan,5343
29,CWT,Travel Agency,23.76,Online,19,39.6,ASIA,Yes,Customised Plan,4251
36,EPX,Travel Agency,0,Online,110,0,ASIA,No,Cancellation Plan,0
65,JZI,Airlines,20.3,Online,15,58,ASIA,No,Bronze Plan,0
32,C2B,Airlines,8.13,Online,6,32.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,18,53,Americas,No,Cancellation Plan,0
45,JZI,Airlines,11.55,Online,11,33,ASIA,No,Bronze Plan,0
53,CWT,Travel Agency,53.46,Online,68,89.1,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,11,69,ASIA,Yes,Customised Plan,4352
36,EPX,Travel Agency,0,Online,98,20,ASIA,No,Customised Plan,0
30,CWT,Travel Agency,210.21,Online,417,323.4,Americas,Yes,Gold Plan,5786
36,EPX,Travel Agency,0,Online,16,28,ASIA,No,Customised Plan,0
39,CWT,Travel Agency,23.76,Online,131,39.6,ASIA,Yes,Customised Plan,4288
36,EPX,Travel Agency,0,Online,12,67,EUROPE,No,Cancellation Plan,0
51,C2B,Airlines,19.13,Online,14,76.5,ASIA,Yes,Gold Plan,5898
20,EPX,Travel Agency,0,Online,18,10,ASIA,No,Cancellation Plan,0
30,C2B,Airlines,7.38,Online,16,29.5,ASIA,Yes,Silver Plan,5303
32,C2B,Airlines,63.21,Online,365,252.85,ASIA,Yes,Silver Plan,5003
53,CWT,Travel Agency,23.76,Online,74,39.6,Americas,No,Customised Plan,0
38,JZI,Airlines,16.45,Online,28,47,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,4,26,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,177,128,ASIA,No,Cancellation Plan,0
66,EPX,Travel Agency,0,Online,18,18,ASIA,No,Cancellation Plan,0
36,C2B,Airlines,7.25,Online,6,29,ASIA,No,Silver Plan,0
33,JZI,Airlines,24,Online,2,18,ASIA,No,Bronze Plan,0
47,EPX,Travel Agency,0,Online,34,88,Americas,No,Customised Plan,0
27,CWT,Travel Agency,17.82,Online,16,29.7,ASIA,Yes,Customised Plan,4220
26,C2B,Airlines,12.4,Online,25,31,ASIA,No,Bronze Plan,0
52,EPX,Travel Agency,0,Online,78,112,Americas,No,Customised Plan,0
31,CWT,Travel Agency,65.34,Online,86,108.9,Americas,Yes,Customised Plan,4340
38,JZI,Airlines,6.3,Online,31,18,ASIA,No,Bronze Plan,0
54,C2B,Airlines,15.6,Online,6,39,ASIA,No,Bronze Plan,0
38,CWT,Travel Agency,17.82,Online,4,0,ASIA,No,Customised Plan,0
56,C2B,Airlines,5.63,Online,6,22.5,ASIA,Yes,Silver Plan,5135
39,EPX,Travel Agency,0,Online,22,12,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,39,58,ASIA,Yes,Customised Plan,4257
36,EPX,Travel Agency,0,Online,27,13,ASIA,Yes,Cancellation Plan,3760
50,C2B,Airlines,20.38,Online,56,81.5,ASIA,Yes,Silver Plan,5045
31,C2B,Airlines,8.38,Online,17,33.5,ASIA,Yes,Silver Plan,5467
30,JZI,Airlines,7.7,Online,4,22,ASIA,No,Bronze Plan,0
30,C2B,Airlines,17.38,Online,22,69.5,ASIA,Yes,Bronze Plan,4686
36,EPX,Travel Agency,0,Online,82,67,ASIA,No,Customised Plan,0
31,C2B,Airlines,15.88,Online,20,63.5,ASIA,Yes,Silver Plan,5083
50,C2B,Airlines,8.38,Online,6,33.5,ASIA,Yes,Gold Plan,5941
36,EPX,Travel Agency,0,Online,10,20,ASIA,No,Customised Plan,0
44,EPX,Travel Agency,0,Online,27,48,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,35,15,ASIA,No,Cancellation Plan,0
62,JZI,Airlines,9.1,Online,195,26,ASIA,No,Bronze Plan,0
48,C2B,Airlines,2,Online,2,7.15,ASIA,Yes,Customised Plan,4232
28,C2B,Airlines,6.63,Online,17,26.5,ASIA,Yes,Bronze Plan,4656
38,C2B,Airlines,5.25,Online,10,21,ASIA,Yes,Bronze Plan,4900
22,EPX,Travel Agency,0,Offline,120,1,ASIA,No,Customised Plan,0
29,C2B,Airlines,12.4,Online,22,31,ASIA,No,Bronze Plan,0
26,JZI,Airlines,9.1,Online,58,26,ASIA,No,Bronze Plan,0
27,C2B,Airlines,15.88,Online,15,63.5,ASIA,Yes,Silver Plan,5214
60,C2B,Airlines,3.38,Online,6,13.5,ASIA,Yes,Bronze Plan,4684
36,EPX,Travel Agency,0,Online,22,21,EUROPE,No,Cancellation Plan,0
22,C2B,Airlines,84.13,Online,197,336.5,ASIA,Yes,Bronze Plan,4600
38,C2B,Airlines,5.25,Online,67,21,ASIA,Yes,Bronze Plan,4560
23,C2B,Airlines,15.5,Online,58,62,ASIA,Yes,Bronze Plan,4882
41,C2B,Airlines,97.25,Online,368,389,ASIA,Yes,Silver Plan,5128
28,C2B,Airlines,25,Online,9,18.5,ASIA,Yes,Silver Plan,5070
36,EPX,Travel Agency,0,Online,77,28,ASIA,No,Cancellation Plan,0
47,CWT,Travel Agency,65.34,Online,42,108.9,Americas,No,Customised Plan,0
58,EPX,Travel Agency,0,Online,41,32,Americas,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,41,24,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,49,94,EUROPE,No,Customised Plan,0
25,C2B,Airlines,12.4,Online,23,31,ASIA,No,Bronze Plan,0
38,JZI,Airlines,10.5,Online,34,30,ASIA,No,Bronze Plan,0
46,C2B,Airlines,63.38,Online,93,253.5,ASIA,Yes,Silver Plan,5094
56,CWT,Travel Agency,65.34,Online,33,108.9,EUROPE,No,Customised Plan,0
49,JZI,Airlines,11.55,Online,7,33,ASIA,Yes,Bronze Plan,4691
28,EPX,Travel Agency,0,Online,10,30,ASIA,No,Cancellation Plan,0
38,CWT,Travel Agency,41.58,Online,57,69.3,Americas,No,Customised Plan,0
24,C2B,Airlines,8.63,Online,15,34.5,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,47,63,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,14,27,ASIA,No,Customised Plan,0
27,C2B,Airlines,43.06,Online,104,172.25,ASIA,Yes,Silver Plan,5009
46,CWT,Travel Agency,47.52,Online,11,79.2,Americas,No,Customised Plan,0
29,C2B,Airlines,4.8,Online,6,19.2,ASIA,No,Bronze Plan,0
54,C2B,Airlines,75.25,Online,365,301,ASIA,No,Silver Plan,0
53,JZI,Airlines,12.25,Online,15,35,ASIA,No,Bronze Plan,0
38,C2B,Airlines,45.5,Online,19,182,ASIA,No,Gold Plan,0
25,C2B,Airlines,9.75,Online,142,39,ASIA,No,Bronze Plan,0
29,C2B,Airlines,4,Online,5,16,ASIA,Yes,Bronze Plan,4779
36,EPX,Travel Agency,0,Online,36,10,ASIA,No,Cancellation Plan,0
52,C2B,Airlines,7.38,Online,10,29.5,ASIA,Yes,Silver Plan,5440
36,C2B,Airlines,63.21,Online,374,252.85,ASIA,Yes,Silver Plan,5296
35,EPX,Travel Agency,0,Online,27,21,ASIA,Yes,Customised Plan,4102
35,EPX,Travel Agency,0,Online,2,10,ASIA,No,Cancellation Plan,0
33,C2B,Airlines,17.71,Online,21,70.85,ASIA,No,Silver Plan,0
36,EPX,Travel Agency,0,Online,27,46,ASIA,No,Customised Plan,0
46,C2B,Airlines,83.25,Online,364,333,ASIA,Yes,Gold Plan,5706
36,EPX,Travel Agency,0,Online,65,112,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,6,16,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,15,20,ASIA,Yes,Customised Plan,4462
30,C2B,Airlines,13.25,Online,16,53,ASIA,Yes,Bronze Plan,4522
39,EPX,Travel Agency,0,Online,45,11,ASIA,No,Cancellation Plan,0
46,C2B,Airlines,6,Online,7,15,ASIA,No,Bronze Plan,0
36,EPX,Travel Agency,0,Online,19,50,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,31,17,ASIA,No,Cancellation Plan,0
50,EPX,Travel Agency,0,Online,21,10,ASIA,No,Cancellation Plan,0
39,C2B,Airlines,54,Online,365,207,ASIA,Yes,Silver Plan,5240
36,C2B,Airlines,8.88,Online,8,35.5,ASIA,Yes,Silver Plan,5498
34,CWT,Travel Agency,49.73,Online,31,76.5,EUROPE,Yes,Gold Plan,5603
41,C2B,Airlines,6.3,Online,10,25.2,ASIA,Yes,Bronze Plan,4984
36,EPX,Travel Agency,0,Online,37,13,ASIA,No,Cancellation Plan,0
42,C2B,Airlines,29.13,Online,41,116.5,ASIA,Yes,Silver Plan,5409
31,C2B,Airlines,63.21,Online,364,252.85,ASIA,Yes,Silver Plan,5175
67,EPX,Travel Agency,0,Online,12,10,ASIA,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,13,39,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,14,10,ASIA,No,Cancellation Plan,0
33,C2B,Airlines,12.25,Online,26,49,ASIA,Yes,Gold Plan,5628
36,EPX,Travel Agency,0,Online,2,20,ASIA,No,Customised Plan,0
49,JZI,Airlines,15.75,Online,189,45,Americas,No,Bronze Plan,0
30,C2B,Airlines,63.21,Online,364,252.85,ASIA,Yes,Silver Plan,5200
35,C2B,Airlines,3.75,Online,5,15,ASIA,Yes,Silver Plan,5027
36,EPX,Travel Agency,0,Online,70,46,ASIA,No,Cancellation Plan,0
67,C2B,Airlines,20.25,Online,46,81,ASIA,Yes,Bronze Plan,4833
74,C2B,Airlines,50.25,Online,377,201,ASIA,No,Silver Plan,0
29,CWT,Travel Agency,5.94,Online,27,0,Americas,No,Customised Plan,0
37,CWT,Travel Agency,149.37,Online,373,229.8,Americas,Yes,Silver Plan,5429
36,EPX,Travel Agency,0,Online,38,29,ASIA,No,Cancellation Plan,0
28,C2B,Airlines,18,Online,112,72,ASIA,Yes,Silver Plan,5344
36,JZI,Airlines,15.4,Online,222,44,ASIA,No,Bronze Plan,0
26,C2B,Airlines,10.25,Online,10,41,ASIA,Yes,Silver Plan,5407
69,C2B,Airlines,64.8,Online,368,259.2,ASIA,Yes,Silver Plan,5384
36,EPX,Travel Agency,0,Online,111,53,ASIA,No,Cancellation Plan,0
50,CWT,Travel Agency,35.64,Online,21,59.4,Americas,Yes,Customised Plan,4293
32,EPX,Travel Agency,0,Online,4,10,ASIA,No,Cancellation Plan,0
30,C2B,Airlines,7.38,Online,11,29.5,ASIA,Yes,Silver Plan,5161
64,CWT,Travel Agency,41.58,Online,32,69.3,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,6,44,EUROPE,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,4,13,EUROPE,No,Cancellation Plan,0
36,EPX,Travel Agency,0,Online,38,64,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,51,23,ASIA,No,Customised Plan,0
36,EPX,Travel Agency,0,Online,56,145,EUROPE,Yes,Customised Plan,4127
55,CWT,Travel Agency,17.82,Online,89,29.7,EUROPE,Yes,Customised Plan,4060
